scheme,event_id,visa_fee_schedule,cf_fee_id,description,billing_cycle,uom,recovery,product,rate_currency,rate,old_invoice_type,old_service_code_id_or_vi_billing_level,old_service_code_description_or_vi_billing_level,comment_or_actions,edit_table,new_fee_guide_type,new_section_name_level_1,new_subsection_name_level_2
VI,3F3529085,Non-Regulated Business Unit,ATM-SHF NonCompliant,Special Handing Fee Non-Complianct ATM Credit-Intra,Ad Hoc,Per Tx (PPT) ,FINE,ATM,EUR,-2.5,Non-Regulated Business Unit,Non-Compliance Assessments,Special Handling Fee for Non-Compliant ATM Transactions **,To review (if our fault or else) pass on if applicable. Email Compliant team (Paul Smith and Emanuel),,General Fee Schedule,Behavioral Fees,Special Handling Fee for Non-compliant ATM Transactions
VI,1F3529080,Non-compliance Assessments,ATM-SHF NonCompliant,Special Handing Fee Non-Complianct ATM-Inter,Ad Hoc,Per Tx (PPT) ,FINE,ATM,USD,0,0,Non-Compliance Assessments,Special Handling Fee for Non-Compliant ATM Transactions **,To review (if our fault or else) pass on if applicable. Email Compliant team (Paul Smith and Emanuel),,Billing lines from USA region,Behavioral Fees,0
VI,2F3529080,Non-compliance Assessments,ATM-SHF NonCompliant,Special Handing Fee Non-Complianct ATM-Inter,Ad Hoc,Per Tx (PPT) ,FINE,ATM,USD,0,0,Non-Compliance Assessments,Special Handling Fee for Non-Compliant ATM Transactions **,To review (if our fault or else) pass on if applicable. Email Compliant team (Paul Smith and Emanuel),,Billing Line from Other Region,Behavioral Fees,0
VI,4F3529080,Non-compliance Assessments,ATM-SHF NonCompliant,Special Handing Fee Non-Complianct ATM-Inter,Ad Hoc,Per Tx (PPT) ,FINE,ATM,USD,0,0,Non-Compliance Assessments,Special Handling Fee for Non-Compliant ATM Transactions **,To review (if our fault or else) pass on if applicable. Email Compliant team (Paul Smith and Emanuel),,Billing Line from Other Region,Behavioral Fees,0
VI,5F3529080,Non-compliance Assessments,ATM-SHF NonCompliant,Special Handing Fee Non-Complianct ATM-Inter,Ad Hoc,Per Tx (PPT) ,FINE,ATM,USD,0,0,Non-Compliance Assessments,Special Handling Fee for Non-Compliant ATM Transactions **,To review (if our fault or else) pass on if applicable. Email Compliant team (Paul Smith and Emanuel),,Billing Line from Other Region,Behavioral Fees,0
VI,6F3529080,Non-compliance Assessments,ATM-SHF NonCompliant,Special Handing Fee Non-Complianct ATM-Inter,Ad Hoc,Per Tx (PPT) ,FINE,ATM,USD,0,0,Non-Compliance Assessments,Special Handling Fee for Non-Compliant ATM Transactions **,To review (if our fault or else) pass on if applicable. Email Compliant team (Paul Smith and Emanuel),,Billing Line from Other Region,Behavioral Fees,0
VI,3F3529075,Non-Regulated Business Unit,ATM-SHF NonCompliant,Special Handing Fee Non-Complianct ATM-intra,Ad Hoc,Per Tx (PPT) ,FINE,ATM,USD,0,Non-Regulated Business Unit,Non-Compliance Assessments,Special Handling Fee for Non-Compliant ATM Transactions **,To review (if our fault or else) pass on if applicable. Email Compliant team (Paul Smith and Emanuel),,General Fee Schedule,Issuer and Acquirer Optional Service Elements,Special Handling Fee for Non-compliant ATM Transactions
VI,3F3517900,Processing Business Unit,CHB ATM CLEAR,CASH CHARGEBACK - DOMESTIC,Monthly,Per Tx (PPT) ,Non-Sale,ATM,EUR,0.005,Processing Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,,Processing Fee Schedule,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3F3617900,Processing Business Unit,CHB ATM CLEAR,CASH CHARGEBACK - DOMESTIC,Monthly,Per Tx (PPT) ,Non-Sale,ATM,EUR,0.005,Processing Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,,Processing Fee Schedule,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3F3520500,Processing Business Unit,CHB ATM CLEAR,CASH CHARGEBACK - INTERNATIONAL,Monthly,Per Tx (PPT) ,Non-Sale,ATM,EUR,0.065,Processing Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,,Processing Fee Schedule,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3F3516760,Processing Business Unit,CHB ATM CLEAR,CASH CHARGEBACK - INTRA REGIONAL,Monthly,Per Tx (PPT) ,Non-Sale,ATM,EUR,0.01,Processing Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,,Processing Fee Schedule,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3F3516761,Non-Regulated Business Unit,CHB ATM CLEAR,CASH CHARGEBACK - INTRA REGIONAL,Monthly,Per Tx (PPT) ,Non-Sale,ATM,EUR,0.065,Non-Regulated Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,,General Fee Schedule ,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3F3517400,Processing Business Unit,CHB ATM CLEAR RPSNT,CASH ORIGINAL REPRESENTMENT - DOMESTIC,Monthly,Per Tx (PPT) ,Non-Sale,ATM,EUR,0.005,Processing Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,,Processing Fee Schedule,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3F3520000,Processing Business Unit,CHB ATM CLEAR RPSNT,CASH REPRESENTMENT -  INTERNATIONAL,Monthly,Per Tx (PPT) ,Non-Sale,ATM,EUR,0.065,Processing Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,,Processing Fee Schedule,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3F3617400,Processing Business Unit,CHB ATM CLEAR RPSNT,CASH REPRESENTMENT - DOMESTIC,Monthly,Per Tx (PPT) ,Non-Sale,ATM,EUR,0.005,Processing Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,,Processing Fee Schedule,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3F3516735,Processing Business Unit,CHB ATM CLEAR RPSNT,CASH REPRESENTMENT - INTRA REGIONAL,Monthly,Per Tx (PPT) ,Non-Sale,ATM,EUR,0.01,Processing Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,,Processing Fee Schedule,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3F3516736,Non-Regulated Business Unit,CHB ATM CLEAR RPSNT,NON EEA CASH REPRESENTMENT - INTRA REGIONAL,Monthly,Per Tx (PPT) ,Non-Sale,ATM,EUR,0.065,Non-Regulated Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,,General Fee Schedule ,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3D2653007,Processing Business Unit,PROPRIETARY,PROPRIETARY ATM/PLUS,Monthly,Per Tx (PPT) ,A,ATM,EUR,0,Processing Business Unit,Authorization **,Switching Transactions **,Investigate which progam and passthrough,,Processing Fee Schedule,Authorization,Switching Transactions
VI,3M6145301,"Scheme Business Unit, Non-Regulated Business Unit",DCC COMPLIANCE,DYNAMIC CURRENCY CONVERSION (DCC) COMPLIANCE PROGRAM,Annual - October prepaid fee,Fixed,C,ACQ&ATM,EUR,45000,"Scheme Business Unit, Non-Regulated Business Unit",Optional Services,DYNAMIC CURRENCY CONVERSION (DCC) COMPLIANCE PROGRAM,,,General Fee Schedule,Behavioral Fees,Dynamic Currency Conversion (DCC) Annual Fee
VI,3C2111020,Processing Business Unit,AUTHORZ ISS,AUTHORISATION BY BASE - INTRA REGIONAL,Monthly,Vol Tier (PPT),A,ISS,EUR,0.03,Processing Business Unit,Authorization **,AUTHORIZATION—ISSUER CHARGES **,,,Processing Fee Schedule,Authorization,Authorization - Issuer Charges
VI,3C2111021,Non-Regulated Business Unit,AUTHORZ ISS,AUTHORISATION BY BASE - Non EEA INTRA REGIONAL,Monthly,Vol Tier (PPT),A,ISS,EUR,0.1,Non-Regulated Business Unit,Authorization **,AUTHORIZATION—ISSUER CHARGES **,,,General Fee Schedule,Authorization,Authorization - Issuer Charges
VI,3C2112121,Processing Business Unit,AUTHORZ ISS,AUTHORISATIONS BY BASE - DOMESTIC,Monthly,Vol Tier (PPT),A,ISS,EUR,0.03,Processing Business Unit,Authorization **,AUTHORIZATION—ISSUER CHARGES **,,,Processing Fee Schedule,Authorization,Authorization - Issuer Charges
VI,3C2112020,Non-Regulated Business Unit,AUTHORZ ISS,AUTHORISATIONS BY BASE - INTERNATIONAL,Monthly,Vol Tier (PPT),A,ISS,EUR,0.1,Non-Regulated Business Unit,Authorization **,AUTHORIZATION—ISSUER CHARGES **,,,General Fee Schedule,Issuer and Acquirer Optional Service Elements,Authorization - Issuer Charges
VI,3C2112100,Processing Business Unit,AUTHORZ ISS,AUTHORISATIONS BY ISSUER - DOMESTIC,Monthly,Vol Tier (PPT),A,ISS,EUR,0.03,Processing Business Unit,Authorization **,AUTHORIZATION—ISSUER CHARGES **,,,Processing Fee Schedule,Authorization,Authorization - Issuer Charges
VI,3C2112011,Non-Regulated Business Unit,AUTHORZ ISS,AUTHORISATIONS BY ISSUER - INTERNATIONAL,Monthly,Vol Tier (PPT),A,ISS,EUR,0.1,Non-Regulated Business Unit,Authorization **,AUTHORIZATION—ISSUER CHARGES **,,,General Fee Schedule,Issuer and Acquirer Optional Service Elements,Authorization - Issuer Charges
VI,3C2111010,Processing Business Unit,AUTHORZ ISS,AUTHORISATIONS BY ISSUER - INTRA REGIONAL,Monthly,Vol Tier (PPT),A,ISS,EUR,0.03,Processing Business Unit,Authorization **,AUTHORIZATION—ISSUER CHARGES **,,,Processing Fee Schedule,Authorization,Authorization - Issuer Charges
VI,3C2111011,Non-Regulated Business Unit,AUTHORZ ISS,AUTHORISATIONS BY ISSUER - Non EEA INTRA REGIONAL,Monthly,Vol Tier (PPT),A,ISS,EUR,0.1,Non-Regulated Business Unit,Authorization **,AUTHORIZATION—ISSUER CHARGES **,,,General Fee Schedule,Authorization,Authorization - Issuer Charges
VI,3J4293542,Processing Business Unit,ISS AUTHOR,SMS Issuer Auth Domestic - ISSUER,Monthly,Vol Tier (PPT),A,ISS,EUR,0.03,Processing Business Unit,Authorization **,AUTHORIZATION—ISSUER CHARGES **,,,Processing Fee Schedule,Authorization,Authorization - Issuer Charges
VI,3J4293545,Processing Business Unit,ISS AUTHOR,SMS Issuer Auth Domestic - STIP,Monthly,Vol Tier (PPT),A,ISS,EUR,0.03,Processing Business Unit,Authorization **,AUTHORIZATION—ISSUER CHARGES **,,,Processing Fee Schedule,Authorization,Authorization - Issuer Charges
VI,3J4293540,Processing Business Unit,ISS AUTHOR,SMS Issuer Auth Inter - ISSUER,Monthly,Vol Tier (PPT),A,ISS,EUR,0.1,Processing Business Unit,Authorization **,AUTHORIZATION—ISSUER CHARGES **,,,Processing Fee Schedule,Issuer and Acquirer Optional Service Elements,Authorization - Issuer Charges
VI,3J4293543,Processing Business Unit,ISS AUTHOR,SMS Issuer Auth Inter - STIP,Monthly,Vol Tier (PPT),A,ISS,EUR,0.1,Processing Business Unit,Authorization **,AUTHORIZATION—ISSUER CHARGES **,,,Processing Fee Schedule,Issuer and Acquirer Optional Service Elements,Authorization - Issuer Charges
VI,3J4293541,Processing Business Unit,ISS AUTHOR,SMS Issuer Auth Intra - ISSUER,Monthly,Vol Tier (PPT),A,ISS,EUR,0.03,Processing Business Unit,Authorization **,AUTHORIZATION—ISSUER CHARGES **,,,Processing Fee Schedule,Authorization,Authorization - Issuer Charges
VI,3J4293544,Processing Business Unit,ISS AUTHOR,SMS Issuer Auth Intra - STIP,Monthly,Vol Tier (PPT),A,ISS,EUR,0.03,Processing Business Unit,Authorization **,AUTHORIZATION—ISSUER CHARGES **,,,Processing Fee Schedule,Authorization,Authorization - Issuer Charges
VI,3J4293546,Non-Regulated Business Unit,ISS AUTHOR,SMS ISSUER AUTH Non EEA INTRA - ISSUER ,Monthly,Vol Tier (PPT),A,ISS,EUR,0.1,Non-Regulated Business Unit,Authorization **,AUTHORIZATION—ISSUER CHARGES **,,,General Fee Schedule,Authorization,Authorization - Issuer Charges
VI,3J4293547,Non-Regulated Business Unit,ISS AUTHOR,SMS ISSUER AUTH Non EEA INTRA - STIP ,Monthly,Vol Tier (PPT),A,ISS,EUR,0.1,Non-Regulated Business Unit,Authorization **,AUTHORIZATION—ISSUER CHARGES **,,,General Fee Schedule,Authorization,Authorization - Issuer Charges
VI,3J4201000,Processing Business Unit,ISS CLR-SETTLE,BATCH DEFERRED CLEARING - DOMESTIC,Monthly,Per Tx (PPT) ,A,ISS,EUR,0.015,Processing Business Unit,Clearing And Settlement **,ISSUER—CLEARING AND SETTLEMENT **,,,Processing Fee Schedule,Clearing and Settlement,Issuer - Clearing and Settlement
VI,3J4221100,Processing Business Unit,ISS CLR-SETTLE,BATCH DEFERRED CLEARING - INTERNATIONAL,Monthly,Per Tx (PPT) ,A,ISS,EUR,0.075,Processing Business Unit,Clearing And Settlement **,ISSUER—CLEARING AND SETTLEMENT **,,,Processing Fee Schedule,Clearing and Settlement,Issuer - Clearing and Settlement
VI,3J4207100,Processing Business Unit,ISS CLR-SETTLE,BATCH DEFERRED CLEARING - INTRA REGIONAL,Monthly,Per Tx (PPT) ,A,ISS,EUR,0.015,Processing Business Unit,Clearing And Settlement **,ISSUER—CLEARING AND SETTLEMENT **,,,Processing Fee Schedule,Clearing and Settlement,Issuer - Clearing and Settlement
VI,3F3511300,Processing Business Unit,ISS CLR-SETTLE,CASH CHARGEBACK - DOMESTIC,Monthly,Per Tx (PPT) ,A,ISS,EUR,0.015,Processing Business Unit,Clearing And Settlement **,ISSUER—CLEARING AND SETTLEMENT **,,,Processing Fee Schedule,Clearing and Settlement,Issuer - Clearing and Settlement
VI,3F3513900,Processing Business Unit,ISS CLR-SETTLE,CASH CHARGEBACK - INTERNATIONAL,Monthly,Per Tx (PPT) ,A,ISS,EUR,0.075,Processing Business Unit,Clearing And Settlement **,ISSUER—CLEARING AND SETTLEMENT **,,,Processing Fee Schedule,Clearing and Settlement,Issuer - Clearing and Settlement
VI,3F3510190,Processing Business Unit,ISS CLR-SETTLE,CASH CHARGEBACK - INTRA REGIONAL,Monthly,Per Tx (PPT) ,A,ISS,EUR,0.015,Processing Business Unit,Clearing And Settlement **,ISSUER—CLEARING AND SETTLEMENT **,,,Processing Fee Schedule,Clearing and Settlement,Issuer - Clearing and Settlement
VI,3F3510700,Processing Business Unit,ISS CLR-SETTLE,CASH ORIGINAL - DOMESTIC,Monthly,Per Tx (PPT) ,A,ISS,EUR,0.015,Processing Business Unit,Clearing And Settlement **,ISSUER—CLEARING AND SETTLEMENT **,,,Processing Fee Schedule,Clearing and Settlement,Issuer - Clearing and Settlement
VI,3F3513300,Processing Business Unit,ISS CLR-SETTLE,CASH ORIGINAL - INTERNATIONAL,Monthly,Per Tx (PPT) ,A,ISS,EUR,0.2,Processing Business Unit,Clearing And Settlement **,ISSUER—CLEARING AND SETTLEMENT **,,,Processing Fee Schedule,Clearing and Settlement,Issuer - Clearing and Settlement
VI,3F3510160,Processing Business Unit,ISS CLR-SETTLE,CASH ORIGINALS - INTRA REGIONAL,Monthly,Per Tx (PPT) ,A,ISS,EUR,0.015,Processing Business Unit,Clearing And Settlement **,ISSUER—CLEARING AND SETTLEMENT **,,,Processing Fee Schedule,Clearing and Settlement,Issuer - Clearing and Settlement
VI,3F3510161,Non-Regulated Business Unit,ISS CLR-SETTLE,CASH ORIGINALS - NON EEA INTRA REGIONAL,Monthly,Per Tx (PPT) ,A,ISS,EUR,0.2,Non-Regulated Business Unit,Clearing And Settlement **,ISSUER—CLEARING AND SETTLEMENT **,,,General Fee Schedule ,Clearing and Settlement,Issuer - Clearing and Settlement
VI,3F3510165,Processing Business Unit,ISS CLR-SETTLE,CASH REPRESENTMENT - INTRA REGIONAL,Monthly,Per Tx (PPT) ,A,ISS,EUR,0.015,Processing Business Unit,Clearing And Settlement **,ISSUER—CLEARING AND SETTLEMENT **,,,Processing Fee Schedule,Clearing and Settlement,Issuer - Clearing and Settlement
VI,3J4201700,Processing Business Unit,ISS CLR-SETTLE,CASH WITHDRAWAL - DOMESTIC,Monthly,Per Tx (PPT) ,A,ISS,EUR,0.015,Processing Business Unit,Clearing And Settlement **,ISSUER—CLEARING AND SETTLEMENT **,,,Processing Fee Schedule,Clearing and Settlement,Issuer - Clearing and Settlement
VI,3J4229180,Processing Business Unit,ISS CLR-SETTLE,CASH WITHDRAWAL - INTERNATIONAL,Monthly,Per Tx (PPT) ,A,ISS,EUR,0.2,Processing Business Unit,Clearing And Settlement **,ISSUER—CLEARING AND SETTLEMENT **,,,Processing Fee Schedule,Clearing and Settlement,Issuer - Clearing and Settlement
VI,3F3510500,Processing Business Unit,ISS CLR-SETTLE,CREDIT ORIGINAL - DOMESTIC,Monthly,Per Tx (PPT) ,A,ISS,EUR,0.015,Processing Business Unit,Clearing And Settlement **,ISSUER—CLEARING AND SETTLEMENT **,,,Processing Fee Schedule,Clearing and Settlement,Issuer - Clearing and Settlement
VI,3F3513100,Processing Business Unit,ISS CLR-SETTLE,CREDIT ORIGINAL - INTERNATIONAL,Monthly,Per Tx (PPT) ,A,ISS,EUR,0.075,Processing Business Unit,Clearing And Settlement **,ISSUER—CLEARING AND SETTLEMENT **,,,Processing Fee Schedule,Clearing and Settlement,Issuer - Clearing and Settlement
VI,3F3510140,Processing Business Unit,ISS CLR-SETTLE,CREDIT ORIGINALS - INTRA REGIONAL,Monthly,Per Tx (PPT) ,A,ISS,EUR,0.015,Processing Business Unit,Clearing And Settlement **,ISSUER—CLEARING AND SETTLEMENT **,,,Processing Fee Schedule,Clearing and Settlement,Issuer - Clearing and Settlement
VI,3F3510141,Non-Regulated Business Unit,ISS CLR-SETTLE,CREDIT ORIGINALS - NON EEA INTRA REGIONAL,Monthly,Per Tx (PPT) ,A,ISS,EUR,0.075,Non-Regulated Business Unit,Clearing And Settlement **,ISSUER—CLEARING AND SETTLEMENT **,,,General Fee Schedule ,Clearing and Settlement,Issuer - Clearing and Settlement
VI,3J4202200,Processing Business Unit,ISS CLR-SETTLE,FEE COLLECTION - DOMESTIC,Monthly,Per Tx (PPT) ,A,ISS,EUR,0,Processing Business Unit,Clearing And Settlement **,ISSUER—CLEARING AND SETTLEMENT **,,,Processing Fee Schedule,Clearing and Settlement,Issuer - Clearing and Settlement
VI,3J4230060,Processing Business Unit,ISS CLR-SETTLE,FEE COLLECTION - INTERNATIONAL,Monthly,Per Tx (PPT) ,A,ISS,EUR,0,Processing Business Unit,Clearing And Settlement **,ISSUER—CLEARING AND SETTLEMENT **,,,Processing Fee Schedule,Clearing and Settlement,Issuer - Clearing and Settlement
VI,3J4230080,Processing Business Unit,ISS CLR-SETTLE,FUNDS DISBURSEMENT - INTERNATIONAL,Monthly,Per Tx (PPT) ,A,ISS,EUR,0,Processing Business Unit,Clearing And Settlement **,ISSUER—CLEARING AND SETTLEMENT **,,,Processing Fee Schedule,Clearing and Settlement,Issuer - Clearing and Settlement
VI,3J4201660,Processing Business Unit,ISS CLR-SETTLE,POS CANCELLATION - DOMESTIC,Monthly,Per Tx (PPT) ,A,ISS,EUR,0.015,Processing Business Unit,Clearing And Settlement **,ISSUER—CLEARING AND SETTLEMENT **,,,Processing Fee Schedule,Clearing and Settlement,Issuer - Clearing and Settlement
VI,3J4229140,Processing Business Unit,ISS CLR-SETTLE,POS CANCELLATION - INTERNATIONAL,Monthly,Per Tx (PPT) ,A,ISS,EUR,0.075,Processing Business Unit,Clearing And Settlement **,ISSUER—CLEARING AND SETTLEMENT **,,,Processing Fee Schedule,Clearing and Settlement,Issuer - Clearing and Settlement
VI,3J4209140,Processing Business Unit,ISS CLR-SETTLE,POS CANCELLATION - INTRA REGIONAL,Monthly,Per Tx (PPT) ,A,ISS,EUR,0.015,Processing Business Unit,Clearing And Settlement **,ISSUER—CLEARING AND SETTLEMENT **,,,Processing Fee Schedule,Clearing and Settlement,Issuer - Clearing and Settlement
VI,3J4209141,Non-Regulated Business Unit,ISS CLR-SETTLE,POS CANCELLATION - INTRA REGIONAL,Monthly,Per Tx (PPT) ,A,ISS,EUR,0.075,Non-Regulated Business Unit,Clearing And Settlement **,ISSUER—CLEARING AND SETTLEMENT **,,,General Fee Schedule ,Clearing and Settlement,Issuer - Clearing and Settlement
VI,3F3510900,Processing Business Unit,ISS CLR-SETTLE,PURCHASE CHARGEBACK - DOMESTIC,Monthly,Per Tx (PPT) ,A,ISS,EUR,0.015,Processing Business Unit,Clearing And Settlement **,ISSUER—CLEARING AND SETTLEMENT **,,,Processing Fee Schedule,Clearing and Settlement,Issuer - Clearing and Settlement
VI,3F3513500,Processing Business Unit,ISS CLR-SETTLE,PURCHASE CHARGEBACK - INTERNATIONAL,Monthly,Per Tx (PPT) ,A,ISS,EUR,0.075,Processing Business Unit,Clearing And Settlement **,ISSUER—CLEARING AND SETTLEMENT **,,,Processing Fee Schedule,Clearing and Settlement,Issuer - Clearing and Settlement
VI,3F3510170,Processing Business Unit,ISS CLR-SETTLE,PURCHASE CHARGEBACK - INTRA REGIONAL,Monthly,Per Tx (PPT) ,A,ISS,EUR,0.015,Processing Business Unit,Clearing And Settlement **,ISSUER—CLEARING AND SETTLEMENT **,,,Processing Fee Schedule,Clearing and Settlement,Issuer - Clearing and Settlement
VI,3F3510300,Processing Business Unit,ISS CLR-SETTLE,PURCHASE ORIGINAL - DOMESTIC,Monthly,Per Tx (PPT) ,A,ISS,EUR,0.015,Processing Business Unit,Clearing And Settlement **,ISSUER—CLEARING AND SETTLEMENT **,,,Processing Fee Schedule,Clearing and Settlement,Issuer - Clearing and Settlement
VI,3F3610300,Processing Business Unit,ISS CLR-SETTLE,PURCHASE ORIGINAL - DOMESTIC,Monthly,Per Tx (PPT) ,A,ISS,EUR,0.015,Processing Business Unit,Clearing And Settlement **,ISSUER—CLEARING AND SETTLEMENT **,,,Processing Fee Schedule,Clearing and Settlement,Issuer - Clearing and Settlement
VI,3F3512900,Processing Business Unit,ISS CLR-SETTLE,PURCHASE ORIGINAL - INTERNATIONAL,Monthly,Per Tx (PPT) ,A,ISS,EUR,0.075,Processing Business Unit,Clearing And Settlement **,ISSUER—CLEARING AND SETTLEMENT **,,,Processing Fee Schedule,Clearing and Settlement,Issuer - Clearing and Settlement
VI,3F3510120,Processing Business Unit,ISS CLR-SETTLE,PURCHASE ORIGINALS - INTRA REGIONAL,Monthly,Per Tx (PPT) ,A,ISS,EUR,0.015,Processing Business Unit,Clearing And Settlement **,ISSUER—CLEARING AND SETTLEMENT **,,,Processing Fee Schedule,Clearing and Settlement,Issuer - Clearing and Settlement
VI,3F3510121,Non-Regulated Business Unit,ISS CLR-SETTLE,PURCHASE ORIGINALS - NON EEA INTRA REGIONAL,Monthly,Per Tx (PPT) ,A,ISS,EUR,0.075,Non-Regulated Business Unit,Clearing And Settlement **,ISSUER—CLEARING AND SETTLEMENT **,,,General Fee Schedule ,Clearing and Settlement,Issuer - Clearing and Settlement
VI,3J4202240,Processing Business Unit,ISS CLR-SETTLE,RECONCILIATION TRANSACTION - DOMESTIC,Monthly,Per Tx (PPT) ,A,ISS,EUR,0,Processing Business Unit,Clearing And Settlement **,ISSUER—CLEARING AND SETTLEMENT **,,,Processing Fee Schedule,Clearing and Settlement,Issuer - Clearing and Settlement
VI,3F3523500,Processing Business Unit,ISS CLR-SETTLE,RETURNED ITEM CREDIT - DOMESTIC,Monthly,Per Tx (PPT) ,A,ISS,EUR,0.015,Processing Business Unit,Clearing And Settlement **,ISSUER—CLEARING AND SETTLEMENT **,,,Processing Fee Schedule,Clearing and Settlement,Issuer - Clearing and Settlement
VI,3CSF02535,Non-Regulated and Scheme Business Unit,ISS COMM DB VOL,ISSUER CARD SERVICE FEE - COMMERCIAL IMMEDIATE DEBIT VOLUME FEE,Quarterly,Per Tx (%) ,A,ISS,EUR,0,Non-Regulated and Scheme Business Unit,QUARTERLY OPERATING CERTIFICATE FEE COMPONENT **,COMMERCIAL CARDHOLDER EXPENDITURE VOLUME (CEV) **,,,General Fee Schedule,Quarterly Operating Certificate (QOC) Fee Component,Issuer Commercial Cardholder Expenditure Volume (CEV)
VI,3CSF02515,Non-Regulated and Scheme Business Unit,ISS CONSM DB VOL,ISSUER CARD SERVICE FEE - DOMESTIC AND INTRA REGIONAL - CONSUMER IMMEDIATE DEBIT VOLUME FEE,Quarterly,Per Tx (%) ,A,ISS,EUR,0,Non-Regulated and Scheme Business Unit,QUARTERLY OPERATING CERTIFICATE FEE COMPONENT **,CONSUMER CARDHOLDER EXPENDITURE VOLUME (CEV) **,,,General Fee Schedule,Quarterly Operating Certificate (QOC) Fee Component,Isssuer Consumer Cardholder Expenditure Volume (CEV)
VI,3CSF02520,Non-Regulated and Scheme Business Unit,ISS CONSM VOL,ISSUER CARD SERVICE FEE - INTER REGIONAL - CONSUMER VOLUME FEE,Quarterly,Per Tx (%) ,A,ISS,EUR,0,Non-Regulated and Scheme Business Unit,QUARTERLY OPERATING CERTIFICATE FEE COMPONENT **,CONSUMER CARDHOLDER EXPENDITURE VOLUME (CEV) **,,,General Fee Schedule,Quarterly Operating Certificate (QOC) Fee Component,Isssuer Consumer Cardholder Expenditure Volume (CEV)
VI,3J4289456,Non-Regulated Business Unit,ISS CRX-BORD ASSESS,CBSA DISCOUNT,Daily,Per Tx (%) ,A,ISS,USD,0,Non-Regulated Business Unit,Mandatory Service Components **,CROSS-BORDER SERVICE ASSESSMENT FEES **,,,General Fee Schedule ,Issuer and Acquirer Optional Service Elements,Cross Border Service Assesment Fee
VI,3J4212048,Non-Regulated Business Unit,ISS CRX-BORD ASSESS,ISA INTER ISSUER DISCOUNT MC,Daily,Per Tx (%) ,A,ISS,USD,0,Non-Regulated Business Unit,Mandatory Service Components **,CROSS-BORDER SERVICE ASSESSMENT FEES **,,,General Fee Schedule ,Mandatory Service Components,International Service Assessment (ISA)
VI,3F3510189,Non-Regulated Business Unit,ISS CRX-BORD ASSESS,ISA INTER ISSUER DISCOUNT SC,Daily,Per Tx (%) ,A,ISS,USD,0,Non-Regulated Business Unit,Mandatory Service Components **,CROSS-BORDER SERVICE ASSESSMENT FEES **,,,General Fee Schedule ,Mandatory Service Components,International Service Assessment (ISA)
VI,3F3529305,Non-Regulated Business Unit,ISS CRX-BORD ASSESS,ISSUER SHARE OF ISA-INTER-REGIONAL MC,Daily,Per Tx (%) ,A,ISS,EUR,0,Non-Regulated Business Unit,Mandatory Service Components **,CROSS-BORDER SERVICE ASSESSMENT FEES **,,,General Fee Schedule ,Mandatory Service Components,International Service Assessment (ISA)
VI,3J4293505,Non-Regulated Business Unit,ISS CRX-BORD ASSESS,ISSUER SHARE OF ISA-INTER-REGIONAL MC,Daily,Per Tx (%) ,A,ISS,EUR,0,Non-Regulated Business Unit,Mandatory Service Components **,CROSS-BORDER SERVICE ASSESSMENT FEES **,,,General Fee Schedule ,Mandatory Service Components,International Service Assessment (ISA)
VI,3F3529336,Non-Regulated Business Unit,ISS CRX-BORD ASSESS,ISSUER SHARE OF ISA-INTER-REGIONAL SC,Daily,Per Tx (%) ,A,ISS,EUR,0,Non-Regulated Business Unit,Mandatory Service Components **,CROSS-BORDER SERVICE ASSESSMENT FEES **,,,General Fee Schedule ,Mandatory Service Components,International Service Assessment (ISA)
VI,3J4293536,Non-Regulated Business Unit,ISS CRX-BORD ASSESS,ISSUER SHARE OF ISA-INTER-REGIONAL SC,Daily,Per Tx (%) ,A,ISS,EUR,0,Non-Regulated Business Unit,Mandatory Service Components **,CROSS-BORDER SERVICE ASSESSMENT FEES **,,,General Fee Schedule ,Mandatory Service Components,International Service Assessment (ISA)
