scheme,line_id_event_id,service_code,service_code_description,cf_fee_id_,description,billing_cycle,uom,recovery,product,rate_currency,rate,invoice_type,comment_or_actions,edit_table,2022_recovery
MC,PPB1002,PB,Global Publications,CTC PUBLICATION,CTC Online Manuals  Publications (discontinue end 2019),Annual,Fixed,TO REVIEW,ALL, EUR ,-0.01,Stand-Alone,,,Not in use
MC,2PK0000,PK,Portfolio Analytics,PORTF INFO Adjust,Adjustment for Service Code PN 2PK1000/TPK1000,Monthly,Vol Tier (PPT),C,ALL, EUR ,16.05,Switching,Adjustment of 2PK1000/TPK1000 - PORTF INFO,SCHEME,Not in use
MC,TPK5001,PK,Portfolio Analytics,PORTF ACQ PAK RP,Portfolio Analytics Acquirer Pack Reports Optional fee to review,Monthly,Fixed,TO REVIEW,ACQ, EUR ,"1,875",Switching,Requested to be removed. Need to follow up AGAIN. ,,Not in use
MC,TPK5001S,PK,Portfolio Analytics,PORTF ACQ PAK RP REV,Portfolio Analytics Acquirer Pack Reports Reversal,Monthly,Fixed,TO REVIEW,ACQ, EUR , Vary ,Switching,Requested to be removed. Need to follow up AGAIN. ,,Not in use
MC,TPK1000,PK,Portfolio Analytics,PORTF INFO,Portfolio Analytics Info Pack,0,Vol Tier (PPT),PrincipalOther,ALL, EUR ,921,Stand-Alone,,SCHEME,Scheme B~
MC,2PN1013,PN,Non-Compliance Fees,NON-COM SETTL,Fine - Multi Local Next Day Fails,Ad Hoc,Variable,FINE,ALL, USD ,"15,000",Stand-Alone,Settlement fails - Raise issue with Ruth and Jay - To review (if our fault or else),Fine,FINE
MC,2PN7181,PN,Non-Compliance Fees,INTREST-FAILED SETTL,Interest on Failed Settlement,Ad Hoc,Variable,FINE,ALL, USD ,6,Stand-Alone,Settlement fails - Raise issue with Ruth and Jay - To review (if our fault or else),Fine,FINE
MC,2PN7171,PN,Non-Compliance Fees,SETTL FAIL,Settlement Failure Fee,Ad Hoc,Variable,FINE,ALL, USD ,"3,750",Stand-Alone,Settlement fails - Raise issue with Ruth and Jay - To review (if our fault or else),Fine,FINE
MC,2EURMVFD,QI,Minimum Fee,MIN VOL DIFF,MVF Differential *eff until 01/01/2021,0,Variable,TO REVIEW,ALL, EUR ,1,Scheme,,,Scheme A~
MC,2QL0000,QL,License Fee,YEARLY LICNS Adjust,Adjustment for Service Code QL,Ad Hoc,,TO REVIEW,ALL,,,,Reviewed and allocate where applicable,,Scheme B
MC,TQL49OEEA,QL,License Fee,ACQ - YEARLY LICNS,Yearly License Fee - ACQ - discontinued fee,Annual,Vol Tier (PPT),TO REVIEW,ACQ, EUR ,"25,000",,Discontinued fee - replaced by monthly fee TQL49OEEA (AN 2071)- need to investigate,,Scheme A~
MC,TQL39OEEA,QL,License Fee,ISS - YEARLY LICNS,Yearly License Fee - ISS - discontinued fee,Annual,Vol Tier (PPT),TO REVIEW,ISS, EUR ,"12,500",,Discontinued fee - replaced by monthly fee TQL39OEEA (AN 2071)- need to investigate,,Scheme A~
MC,TRP1012B,RP,Reports,ACQ IP75510 RP,Acquirer Clearing Detail Report IP755120 - Bulk,Weekly,Per Data point,B,ACQ, EUR ,0.017,Switching,Operational fee increase from fixed fee per report to fee per data point per transaction,SCHEME,Scheme B
MC,TRP1011B,RP,Reports,ACQ INTCH Dtl - IP755020,Acquirer Interchange Detail Report IP755020 - Bulk,Weekly,Vol Tier (PPT),C,ACQ&ATM, EUR ,0.1786,,Tier fee with minimum of €10,,Scheme B
MC,2RP000P,RP,Reports,RP Adjust,Adjustment for Service Code RP,Ad Hoc,Variable,TO REVIEW,ALL, EUR ,-3.77,ALL,Adjustment Report fee RP,,Not in use
MC,TRP2332B,RP,Reports,CAT RP SI458010,Authorization Summary By CAT Level SI458010-AA - Bulk,0,Fixed,C,ALL, EUR ,50,Switching,,SCHEME,Scheme B
MC,TRP2216B,RP,Reports,IP727010-AA CLRING-ACKW RP,Clearing Cycle Acknowledgement  IP727010-AA - Bulk,0,Per Data point,C,ALL, EUR ,0.0556,,,,Scheme B
MC,TRP2217B,RP,Reports,IP727020-AA CLRING-NOTF RP,Clearing Cycle Notification  IP727020-AA - Bulk,0,Per Data point,C,ALL, EUR ,0.0417,,,,Scheme B
MC,TRP2218B,RP,Reports,IP728010-AA CLRING-SUMM RP,Clearing Cycle Summary  IP728010-AA - Bulk,0,Per Data point,C,ALL, EUR ,0.0376,,,,Scheme B
MC,TRP2227B,RP,Reports,IP776020-CC CHB-SUMM RP,GCMS Chargeback Activity Summary - Total IP776020-CC - Bulk,0,Fixed,C,ALL, EUR ,50,,,,Scheme B~
MC,TRP2228B,RP,Reports,DOLLAR VOL SUM-IP776030-AA,GCMS Dollar/Volume Summary - Acquirer IP776030-AA - Bulk,0,Fixed,C,ALL, EUR ,50,,,,Scheme B~
MC,TRP2230B,RP,Reports,IP776030-CC Dollar Vol SUMM RP,GCMS Dollar/Volume Summary - Total IP776030-CC - Bulk,0,Fixed,C,ALL, EUR ,50,,,,Scheme B
MC,TRP2222B,RP,Reports,IP776010-AA TRX-CB ANLY RP,GCMS Trans/CB Life Cycle Vol Analysis - Acq IP776010-AA - Bulk,0,Fixed,C,ALL, EUR ,50,,,,Scheme B~
MC,TRP2224B,RP,Reports,IP776010-CC TRX-CB ANLY RP,GCMS Trans/CB Life Cycle Vol Analysis - Tot IP776010-CC - Bulk,0,Fixed,C,ALL, EUR ,50,,,,Scheme B~
MC,TRP2219B,RP,Reports,IP857010-AA ERR RP,Global Clearing Management System Report IP857010-AA - Bulk,0,Vol Tier (PPT),C,ACQ, EUR ,0.0493,Switching,We de-subscribed 2019,We de-subscribed 2020,Not in use
MC,TRP1842B,RP,Reports,INT-COML FC210010,Interchange Compliance Acq Adjustment Summary FC210010-AA - Bulk,Weekly,Fixed,C,ALL, EUR ,50,Stand-Alone,2022 review: B,SCHEME,Scheme A
MC,TRP1841B,RP,Reports,INTCH-ADJST,Interchange Fee Acq Adjustment Detail FC.ACQ.ADJUSTMENT—Bulk,Weekly,Fixed,C,ACQ, EUR ,1.6667,Stand-Alone,,SCHEME,Scheme A
MC,2RP2676S,RP,Reports,MTHLY AFF ISS RP- SCH,Monthly Affiliates Report - Issuers/BINS Report Scheme,0,Fixed,A,ISS, EUR ,17.5,Stand-Alone,,,Scheme B
MC,2RP2676,RP,Reports,MTHLY AFF ISS RP- STND,Monthly Affiliates Report - Issuers/BINS Standalone,0,Fixed,A,ISS, EUR ,2.5,Stand-Alone,,,Scheme B
MC,2RP2676P,RP,Reports,MTHLY AFF ISS RP- SWIT,Monthly Affiliates Report -Issuers/BINS Report Switching,0,Fixed,A,ISS, EUR ,5,Stand-Alone,,,Scheme B
MC,2RP1661,RP,Reports,RISK ACQ RP-High Risk warning,Risk Acquirer Loss Data,0,Per Tx (PPT) ,Non-Sale,ACQ, EUR ,0.03,Stand-Alone,,NON_SALE_FEES,Scheme B
MC,TRP1767B,RP,Reports,SI737010-AA AUTH SUM,RP RP - Authorization Parameter Summary  SI737010-AA - Bulk,0,Fixed,C,ALL, EUR ,50,,,,Scheme B~
MC,TRP2309B,RP,Reports,AB505010-AA AUTH SUM,RP RP - Authorization Summary  AB505010-AA - Bulk,0,Per Data point,B,ALL, EUR ,0.0495,,,,Scheme B~
MC,TRP2216E,RP,Reports,IP727010-AA CLR ACK,RP RP - Clearing Cycle Acknowledgement  IP727010-AA - eService,0,Per Data point,B,ALL, EUR ,0.0214,,,,Scheme B~
MC,TRP2217E,RP,Reports,IP727020-AA CLR NOTF,RP RP - Clearing Cycle Notification  IP727020-AA - eService,0,Per Data point,B,ALL, EUR ,0.017,,,,Scheme B~
MC,TRP2218E,RP,Reports,IP728010-AA CLR SUM,RP RP - Clearing Cycle Summary  IP728010-AA - eService,Weekly,Per Data point,B,ALL, EUR ,0.017,,,,Not in use
MC,TRP2223B,RP,Reports,ISS IP776010-BB VOL ANLY,RP RP - GCMS Trans/CBLife Cycle Vol Analysis - Iss IP776010-BB - Bulk,Weekly,Fixed,C,ALL, EUR ,50,,,,Not in use
MC,TRP2653B,RP,Reports,IP142110-AA XML Data File,RP RP - Global Clearing Management System Report IP142110-AA XML Data File,Weekly,Per Data point,B,ALL, EUR ,0.0397,,,,Not in use
MC,2RP1663B1,RP,Reports,RSKF ACQ DAILY - High risk warning,RSKF ACQUIRER DAILY,0,Per Tx (PPT) ,Non-Sale,ACQ, EUR ,0.15,Stand-Alone,,NON_SALE_FEES,Scheme B
MC,2SC000V,SC,Security,Security SC Adjust,Adjustment for Service Code SC,Ad Hoc,Q,FINE,ALL, USD ,-125,,To review - We're currently not passing on but need to review if increase as merchants not compliant.  Email Compliance team (Paul Smith and Emanuel),,FINE
MC,2SC1333,SC,Security,HIGH RISK REG,HIGH RISK REG,Ad Hoc,Fixed,Pass-through HR,ACQ, USD ,"2,000",Scheme,High Risk Registration to raise with Viktorija with details: To be debited from AMS Merchant ACC.,Pass-through,Scheme B~
MC,2SC1907,SC,Security,FRD-LOSS,Monthly Acquirer Fraud and Loss Database Fee - SAFE fee *Tier cap based on number of merchants and ATM ICA,Monthly,Fixed,B,ACQ&ATM, USD ,  ,Stand-Alone,To get split from Fraud and Loss Billing Reports,SCHEME,Scheme B~
MC,2SC1906,SC,Security,FRD-LOSS - ISS,Monthly Issuer Fraud and Loss Database Fee,Monthly,Fixed,A,ISS, USD ,  ,Stand-Alone,To get split from Fraud and Loss Billing Reports,,Scheme B~
MC,2ST6114T,ST,Settlement,SETL ADMIN CURR Intra,Settlement Service Participation Fee - Intra Currency,Monthly,Fixed,B,ALL, EUR ,300,Switching,"Split cost ACQ:73%,ATM:7% & ISS:20%",SCHEME,Scheme B
MC,2ST6118T,ST,Settlement,SETL ADMIN CURR Non-USD,Settlement Service Participation Fee - Non-USD Regional,Monthly,Fixed,B,ALL, EUR ,300,Switching,"Split cost ACQ:73%,ATM:7% & ISS:20%",SCHEME,Scheme B
MC,2ST6117T,ST,Settlement,SETL ADMIN CURR USD,Settlement Service Participation Fee - USD Regional,Monthly,Fixed,B,ALL, EUR ,300,Switching,"Split cost ACQ:73%,ATM:7% & ISS:20%",SCHEME,Scheme B
MC,2ST6113T,ST,Settlement,SETL ADVSM RP,Transfer Agent Advisement Fee -Fax/SWIFT/Email,Monthly,Fixed,B,ALL, EUR ,240,Switching,"Split cost ACQ:73%,ATM:7% & ISS:20%",SCHEME,Scheme B
MC,TTR1041,TR,Transaction Investigator,TRX INVESTIG,TR  - Transaction Investigator Tier Level,Monthly,Vol Tier (PPT),TO REVIEW,ISS, EUR ,300,,,,Not in use
MC,TTR1046,TR,Transaction Investigator,TRX INVESTG,Transaction Investigator - Acquirer Min fee,Monthly,Vol Tier (PPT),TO REVIEW,ACQ, EUR ,"1,333",Stand-Alone,Currently not Pass through,,Not in use
MC,2UG5062,UG,MasterAssist,MasterAssist,UG MasterAssist - ATM - Locator Voice Response Unit - Cirrus,Ad Hoc,Q,B,ISS, EUR ,1.25,,,,Not in use
MC,2UG5099,UG,MasterAssist,MasterAssist,UG MasterAssist - Fixed Telecom,Ad Hoc,Q,B,ISS, EUR ,2.25,,,,Not in use
MC,2YA0000,YA,SecureCode Acquiring,AUTH3DS Adjust,Adjustment for Service Code YA,Monthly,Per Tx (PPT) ,A,ACQ, EUR ,833,,,,Adj
MC,TYA2804,YA,SecureCode Acquiring,AUTH3DS-2,Authentication 3DS performed by 3DS service providers using the 3DS v2 specification,0,Per Tx (PPT) ,A,ACQ, EUR ,0.022,Scheme,,SCHEME,Scheme A~
MC,TYA2801,YA,SecureCode Acquiring,AUTH3DS-1,Authentication 3DS performed by MPI providers using the 3DS v1 specification,0,Per Tx (PPT) ,A,ACQ, EUR ,0.022,Scheme,,SCHEME,Scheme A~
MC,2YA2800,YA,SecureCode Acquiring,AUTH-MTHLY,3DS - Acquiring Program Fee,Monthly,Fixed,B,ACQ, EUR ,"2,500",Scheme,,SCHEME,Scheme A~
MC,2YI0000,YI,SecureCode Issuing,ADJUSTMENT FOR YI,Fee,Monthly,Per Tx (PPT) ,TO REVIEW,ISS, EUR ,-0.02,Stand-Alone,,,Not in use
MC,TYI2801,YI,SecureCode Issuing,AUTH MTHLY - ISS adjust,Authentication Monthly Fixed - Issuer *Frequency change from quarterly to monthly 1May20 - AN 4064,0,Fixed,A,ISS, EUR ,0.018,,,,Scheme A~
MC,2YI2800,YI,SecureCode Issuing,AUTH MTHLY now,Authentication Monthly Fixed - Issuer *Frequency change from quarterly to monthly 1May20 - AN 4064,0,Fixed,A,ISS, EUR ,"2,500",Stand-Alone,,,Scheme A~
MC,2YI2803,YI,SecureCode Issuing,STAND-IN AUTH now,Stand-In Authentication,0,Per Tx (PPT) ,A,ISS, EUR ,0.02,Stand-Alone,,,Scheme A~
MC,2YI2802,YI,SecureCode Issuing,STAND-IN RISK now,Stand-In Risk Based Authentication,0,Per Tx (PPT) ,A,ISS, EUR ,0.03,Stand-Alone,,,Scheme B~
MC,TYI2804,YI,SecureCode Issuing,SEC ISS 3DS2,YI SEC ISS - 3DS2 Issuer Transaction,0,Q,B,ISS, EUR ,0.008,,,,Scheme B~
MC,2GS19002I,YI,SecureCode Issuing,SEC ISS 3DS2,YI SEC ISS - 3DS2 Issuer Transaction,0,Q,B,ISS, EUR ,0.008,,,,Scheme B~
MC,2KE000P,YI,SecureCode Issuing,SEC ISS 3DS2,YI SEC ISS - 3DS2 Issuer Transaction,Monthly,Q,B,ISS, EUR ,0.008,,,,Scheme A~
MC,2KN000V,YI,SecureCode Issuing,SEC ISS 3DS2,YI SEC ISS - 3DS2 Issuer Transaction,Monthly,Q,B,ISS, EUR ,0.008,,,,Not in use
MC,2FM1659,YI,SecureCode Issuing,SEC ISS 3DS2,YI SEC ISS - 3DS2 Issuer Transaction,0,Q,B,ISS, EUR ,0.008,,,,Scheme B~
MC,2EA3426,YI,SecureCode Issuing,SEC ISS 3DS2,YI SEC ISS - 3DS2 Issuer Transaction,0,Q,B,ISS, EUR ,0.008,,,,Not in use
MC,2KE1800,YI,SecureCode Issuing,SEC ISS 3DS2,YI SEC ISS - 3DS2 Issuer Transaction,0,Q,B,ISS, EUR ,0.008,,,,Not in use
MC,2GS30232I,YI,SecureCode Issuing,SEC ISS 3DS2,YI SEC ISS - 3DS2 Issuer Transaction,0,Q,B,ISS, EUR ,0.008,,,,Scheme B~
MC,2GS000V,HN,Acquirer Authorization,TO REVIEW,Acquirer Authorization Maestro/Cirrus,Ad Hoc,Q,B,ALL,EUR,,,,,Scheme A
MC,TELMCC145CQ,ET,Clearing - Acquirer,CLEARING,Clearing Acq Mastercard Credit Dom and Intra Mid Tier GRC,0,TO REVIEW,A,ACQ,EUR,TO REVIEW,TO REVIEW,,SCHEME,Scheme A~
MC,TGC1501TFQ,GH,Global Clearing Acquirer,TO REVIEW,Acquirer Transaction Fee - Mid Dom  Intra,0,TO REVIEW,TO REVIEW,TO REVIEW,TO REVIEW,TO REVIEW,TO REVIEW,,,Not in use
MC,2ST6113M,ST,Settlement,TO REVIEW,Member Advisement Fee - Fax/SWIFT/Email,0,TO REVIEW,TO REVIEW,TO REVIEW,TO REVIEW,TO REVIEW,TO REVIEW,,,Scheme B
MC,2ST6119M,ST,Settlement,TO REVIEW,Member Advisement Fee -eService,0,TO REVIEW,A,TO REVIEW,TO REVIEW,TO REVIEW,TO REVIEW,,,Scheme B
MC,2KE000V,KE,Implementation Service,TO REVIEW,Adjustment for Service Code KE,Ad Hoc,TO REVIEW,A,TO REVIEW,EUR,15000,TO REVIEW,Adjustment,,Adj
MC,2EQ5314,KE,Implementation Service,TO REVIEW,Decommissioning per site,Ad Hoc,Variable,Implemt-Proj,ALL, EUR ,"10,000",Switching,,,Scheme B~
MC,2VC8005,YD,COMPLIANCE TESTING,TO REVIEW,Compliance Testing Program Fee,Ad Hoc,Fixed,Behavioural Fee,ACQ,EUR,18000,,For use of the SecureCode Validation Facility for Compliance Testing,,Scheme B
MC,2PN000S,PN,Non-Compliance Fees,TO REVIEW,Adjustment for Service Code PN,Ad Hoc,Variable,FINE,ALL,USD,82981,Stand-Alone,,Fine,FINE
MC,PIA5343MCA,IA,Issuer Assessment,TO REVIEW,Mastercard Alerts Billing Automation,0,Q,B,ISS,EUR,-0.08,MCEINV,,,Scheme B~
MC,TELMSI145CS,ET,Clearing - Acquirer,CLEARING,Clearing Acq Maestro/Cirrus Dom and Intra Max Tier ITA,0,Q,A,ACQ,EUR,0.020625,MCEINP,,SCHEME,Not in use
MC,2YA2899,YA,SecureCode Acquiring,TO REVIEW,3DS1 Only Program Fee - Acquirer,0,Q,B,ISS,EUR,2000,MCEINS,,,Scheme A
MC,2K3000S,K3,Compliance,TO REVIEW,Adjustment for Service Code RP,Monthly,Q,C,ALL,EUR,2500,MCECRS,,NON_SALE_FEES,Scheme B
MC,2IE6185,PN,Non-Compliance Fees,TO REVIEW,Funds Transfer Reissue Fee,Ad Hoc,Q,A,ACQ,USD,100,MCEINV,,,Ignore
MC,2AE4940L1NL,AE,Acquirer Assessment,TO REVIEW,Netherlands Marketing Fund MasterCard ACQ Intra Purchase,Quarterly,Per Tx (PPT) ,B,ACQ,EUR,0.0002,MCEINS,"Adjust country specific to Central ACQ - Market Dev, Innv, Acceptance Funds, etc",SCHEME,Not in use
MC,2AE4940L2NL,AE,Acquirer Assessment,TO REVIEW,Netherlands Marketing Fund MasterCard ACQ Inter Purchase,Quarterly,Per Tx (PPT) ,B,ACQ,EUR,0.0002,MCEINS,"Adjust country specific to Central ACQ - Market Dev, Innv, Acceptance Funds, etc",SCHEME,Not in use
MC,TAEINTERPOS,AE,Acquirer Assessment,TO REVIEW,Acq Reported Transaction Fee MC DMC and Maestro POS - Inter,0,Per Tx (PPT) ,A,ACQ,EUR,0.05,MCEINS,,,Not in use
MC,TAEINTRADMM,AE,Acquirer Assessment,TO REVIEW,Acquirer Debit Mastercard  Maestro Cirrus Transaction Fee Dom  Intra,0,Per Tx (PPT) ,A,ACQ,EUR,0.0003,MCEINS,,,Not in use
MC,TAEINTRAMCC,AE,Acquirer Assessment,TO REVIEW,Acq Mastercard CR Tran Fee - Dom Plus Intra,0,Per Tx (PPT) ,A,ACQ,EUR,0.0012,MCEINS,,,Not in use
MC,TAMCC,AE,Acquirer Assessment,TO REVIEW,Acq Mastercard Credit Volume Fee,0,Per Tx (%) ,A,ACQ,EUR,0.000431,MCEINS,,,Not in use
MC,2AE4940L3NL,AE,Acquirer Assessment,TO REVIEW,Netherlands Marketing Fund MasterCard ACQ Dom Purchase,Quarterly,Per Tx (PPT) ,B,ACQ,EUR,0.0002,MCEINS,"Adjust country specific to Central ACQ - Market Dev, Innv, Acceptance Funds, etc",SCHEME,Not in use
MC,TS95640CS,S9,Early Detection Service,TO REVIEW,Cyber Secure Card Assessment Fee,0,TO REVIEW,A,ATM,EUR,900,MCEINS,,,Scheme B
MC,TADMC,AE,Acquirer Assessment,TO REVIEW,Acquirer Mastercard Debit Volume Fee Tier,0,Vol Tier (%),A,ATM,EUR,0.000415,MCEINS,,,Not in use
MC,TAE49405FRA,AE,Acquirer Assessment,TO REVIEW,FRA MasterCard Contactless Development Fee - ACQ,0,Per Tx (%) ,B,ATM,EUR,0.000015,MCEINS,,,Not in use
MC,2AE9008,AE,Acquirer Assessment,TO REVIEW,Maestro/Cirrus Volume Fee Adjustment - Central Acq - Dom Cash,Quarterly,Vol Tier (%),A,ACQ,EUR,-0.000167,MCECRS,,,Not in use
MC,2AE9010,AE,Acquirer Assessment,TO REVIEW,Maestro/Cirrus Volume Fee Adjustment - Central Acq - Intra Cash,Quarterly,Vol Tier (%),A,ACQ,EUR,-0.000167,MCECRS,,,Not in use
MC,2MS0000,MS,MasterCom,TO REVIEW,Adjustment for the Service Code MS,Ad Hoc,Fixed,Non-Sale,ALL,EUR, -   ,MCEINV,Chargeback related,,Non Sales
MC,2S90000,S9,Early Detection Service,TO REVIEW,Adjustment Event for S9 Service Code,Ad Hoc,TO REVIEW,A,ATM,EUR,900,MCEINV,,,Scheme B~
MC,TRP2225B,RP,Reports,TO REVIEW,GCMS Chargeback Activity Summary - Acquirer IP776020-AA - Bulk,0,Fixed,C,ALL,EUR,50,MCEINP,,,Scheme A
MC,TRP2499,RP,Reports,TO REVIEW,Auth Processing Integrity Acq Detail Rpt AB605010-AA via eService,0,Per Data point,B,ACQ,EUR,,MCEINS,,,Scheme B
MC,TUG7300,UW,Weekly,TO REVIEW,ATM - Locator MasterCard Mobile,Ad Hoc,TO REVIEW,TO REVIEW,ATM,USD,0.25,MCEINV,,,Scheme B~
MC,2EL80031,E4,Weekly,TO REVIEW,Clearing Intra-European Maestro/Cirrus Acquirer - Credit/Refund,Ad Hoc,,A,ACQ, EUR ,0.05,MCEINP,,,Not in use
MC,2AE49401BWD,AE,Acquirer Assessment,TO REVIEW,Belgium Market Development Fund ACQ - Intra,0,A,B,ACQ,EUR,0.0001,MCEINS,,,Not in use
MC,2AE49402BWD,AE,Acquirer Assessment,TO REVIEW,Belgium Market Development Fund ACQ - Inter,0,A,B,ACQ,EUR,0.0001,MCEINS,,,Not in use
MC,2AE49403BWD,AE,Acquirer Assessment,TO REVIEW,Belgium Market Development  Fund ACQ - Domestic,0,A,B,ACQ,EUR,0.0001,MCEINS,,,Not in use
MC,2P1000S,P1,Processing Integrity,TO REVIEW,Adjustment for Service Code P1,Quarterly,Q,B,ACQ,EUR,-0.03,MCECRS,,,Adj
MC,2P4000S,P4,Acquirer Processing Integrity,TO REVIEW,Adjustment for Service Code P4,Quarterly,Q,B,ACQ,EUR,0.01,MCEINS,,,Scheme B
MC,2S9NONRPT,S9,Early Detection Service,TO REVIEW,Cyber Secure Non-Reporting Fee,0,Q,B,ACQ,EUR,900,MCEINS,,,Scheme B
MC,TAEINTERATM,AE,Acquirer Assessment,TO REVIEW,Acq Reported Transaction Fee MC Debit and Maestro ATM - Inter,Quarterly,Q,B,ACQ,EUR,0.15,MCEINS,,,Not in use
MC,TS95073CS,S9,Early Detection Service,TO REVIEW,Cyber Secure Merchant Terminal Fee,Quarterly,Q,B,ACQ,EUR,2500,MCEINS,,,Scheme B
MC,2AE9002,AE,Acquirer Assessment,TO REVIEW,MasterCard Volume Fee Adjustment - Central Acq - Dom Cash,Quarterly,Q,B,ATM,EUR,-0.000117,MCECRS,,,Not in use
MC,2AE9004,AE,Acquirer Assessment,TO REVIEW,MasterCard Volume Fee Adjustment - Central Acq - Intra Cash,Quarterly,Q,B,ATM,EUR,-0.000117,MCECRS,,,Not in use
MC,2AE9006,AE,Acquirer Assessment,TO REVIEW,MasterCard Volume Fee Adjustment - Central Acq - Inter Cash,Quarterly,Q,B,ATM,EUR,-0.000117,MCECRS,,,Not in use
MC,2UT5164,UT,MasterAssist ATM,TO REVIEW,ATM - Locator Acquirer - Cirrus,Quarterly,Q,B,ATM,EUR,0.25,MCEINV,,,Scheme B~
MC,2UT5199,UT,MasterAssist ATM,TO REVIEW,Fixed Telecom,Quarterly,Q,B,ATM,EUR,0.05,MCEINV,,,Scheme B~
MC,2BL1000A,BL,General Billing,TO REVIEW,Service Provider Registration/Renewal Fee,Ad Hoc,Q,B,ATM,EUR,2000,MCEINS,Chargeback related,,Scheme B
MC,2RP000S,RP,Reports,RP Adjust,Adjustment for Service Code RP,Ad Hoc,Variable,TO REVIEW,ALL,EUR,1999.99,MCEINS,Adjustment Report fee RP,,Scheme B
MC,TAJ3008,AJ,Acquirer Assessment,TO REVIEW,DCC Performance Rewards Framework,Annual,Q,B,ATM,EUR,-48000,MCECRS,,,Scheme B~
MC,2L12000,L1,Settlement - Acquirer Maestro/Cirrus POS,,CA- Local Marketing Funds  Development Fees- Maestro/Cirrus Domestic,Quarterly,Q,TO REVIEW,,EUR,-0.00005,MCECRS,,,Scheme B~
MC,2A81000S,A8,Anti-Money Laundering,,MC ACAMS Risk Assmnt  Principal,Quarterly,Q,TO REVIEW,,EUR,2500,MCEINV,,,Scheme B
MC,2A81050S,A8,Anti-Money Laundering,,Mastercard ACAMS Risk Assessment  Affiliate Fee,Quarterly,Q,TO REVIEW,,EUR,1125,MCEINV,,,Scheme B
MC,TRP2676,RP,Reports,,Monthly Affiliates Report - Issuers/BINS,Monthly,Q,TO REVIEW,,EUR,200,MCEINV,,,Scheme B
MC,2NA1101,NA,Non-MasterCard Auth Maestro/Cirrus ATM,,Authorization Non-MasterCard Pay Now ATM Acquirer,Monthly,,TO REVIEW,,EUR,0.3,MCEINP,,,Scheme B~
MC,TEL0A1457Q,ET,Clearing - Acquirer,CLEARING,Clearing Acq ATM Dom and Intra Mid Tier SVK,Weekly,Q,A,ACQ,EUR,0.004,MCEINP,,,Scheme A
MC,TEL0A1457R,ET,Clearing - Acquirer,CLEARING,Clearing Acq ATM Dom and Intra Macro Tier SVK,Weekly,Q,A,ACQ,EUR,0.004,MCEINP,,,Scheme A
MC,TEL0A1457S,ET,Clearing - Acquirer,CLEARING,Clearing Acq ATM Dom and Intra Max Tier SVK,Weekly,Q,A,ACQ,EUR,0.004,MCEINP,,,Scheme A
MC,2EA2306,HN,Acquirer Authorization,,Authorization Mastercard ATM On-behalf,Weekly,Q,TO REVIEW,,,0.05,MCEINP,,,Scheme A
MC,TAJ3004,AJ,Acquirer Assessment,TO REVIEW,Enhanced DCC Compliance Program,Annual,Q,B,ATM,EUR,120000,MCEINS,,,Scheme B~
MC,2PI2014,P4,Weekly,,Transaction Processing Excellence-Acquirer Merchant Advice Code,Weekly,Q,Behavr-Integrity,,,0.1,MCEINS,"To review - We're currently not passing on but need to review if increase as merchants not compliant.  Email Compliance team (Paul Smith and Emanuel)
As per bulletin AN 4810 we need to ensure MAC is being passed to merchant customers as well as educate merchant customers about proper MAC usage. This fee has increased from 398.70 EUR in October 2021 to 1434.80 EUR in December 2021. ",,Behavr-Integrity
MC,2SC5007,KR,Ramp,,Franchise Management Program Customer Remote Review,Quarterly,Q,TO REVIEW,,,5000,MCEINV,,,Scheme B
MC,TDC0100,DC,Non-Compliance Fees,,Data Integrity Monitoring Program,Monthly,Q,Behavr-Integrity,,,2500,MCEINV,,,Behavr-Integrity
MC,2EA2206,HN,Acquirer Authorization,,Authorization Maestro/Cirrus ATM On-behalf,Weekly,Q,TO REVIEW,,,0.05,MCEINP,,,Scheme A
MC,TAMCPAMDF,AE,Acquirer Assessment,TO REVIEW,Acquirer Mastercard Market Development Fund,Quarterly,A,B,ACQ&ATM,EUR,0.00005,MCEINS,,,Scheme B~
MC,TAATMMDF,AE,Acquirer Assessment,TO REVIEW,Acquirer Mastercard  Maestro/Cirrus MDF - Dom  Intl ATM,Quarterly,A,B,ACQ&ATM,EUR,0.0001,MCEINS,,,Scheme A
MC,TADMMCMSC,AE,Acquirer Assessment,TO REVIEW,Acquiring MC Debit MC and Maestro/Cirrus Volume Fee,Quarterly,A,B,ACQ&ATM,EUR,0.0008,MCEINS,,,Scheme A
MC,TAEINTRAATM,AE,Acquirer Assessment,TO REVIEW,Acq Reported Transaction Fee MC DMC  Maestro ATM - Dom  Intra,Quarterly,Q,B,ACQ&ATM,EUR,0.0039,MCEINS,,,Scheme A
MC,TAMSIPAMDF,AE,Acquirer Assessment,TO REVIEW,Acquirer Maestro/Cirrus Market Development Fund,Quarterly,A,B,ACQ&ATM,EUR,0.00005,MCEINS,,,Scheme B~
MC,TYI2812,YI,Identity Check Issuing,,3DS2 Access Control Server Transaction,Monthly,Q,B,ISS,EUR,0.012,MCEINV,,,Scheme B~
MC,2UG7000,UW,ATM Locator Internet,,ATM - Locator Internet Acquirer,Ad Hoc,Q,TO REVIEW,,USD,0.1,MCEINV,,,Scheme B~
MC,2DC0100A,DC,Non-Compliance Fees,,Data Integrity Monitoring Program,Quarterly,Q,Behavr-Integrity,,EUR,-2500,MCECRS,,,Behavr-Integrity
