scheme,billing_line,description,recovery_2020,recovery_2021,recovery_2023,last_seen,is_acquiring
MC,TRP2230B,GCMS Dollar/Volume Summary - Total IP776030-CC - Bulk,C,Scheme B,B,2023-01-01,N
MC,TRP2332B,Authorization Summary By CAT Level SI458010-AA - Bulk,C,Scheme B,B,2022-11-06,Y
MC,TRP2462E,MasterCom Retrieval Request Issuer Detail  GB403010-AA - eService,Not Included,Non Sales,B,2022-02-06,Y
MC,TRP2464E,MasterCom Chargeback Transactions  GB405010-AA - eService,Not Included,Non Sales,B,2022-02-06,Y
MC,TRP2499,Auth Processing Integrity Acq Detail Rpt AB605010-AA via eService,B,Scheme B,B,2023-01-29,Y
MC,TRP2676,Monthly Affiliates Report - Issuers/BINS,Not Included,Scheme B,B,2023-01-08,Y
MC,TRP4071S,Cyber Quant Insights,Not Included,Not included,B,2022-11-29,Y
MC,TS95073CS,Cyber Secure Merchant Fee,B,Not included,C,2023-01-29,Y
MC,TS95640CS,Cyber Secure Card Fee,A,Not included,C,2021-10-31,Y
MC,TUG7300,ATM - Locator MasterCard Mobile,Not Included,B,C,2023-01-29,Y
MC,TYA2801,Authentication Transaction Fee - Acquirer,A,B,C,2022-11-06,Y
MC,TYA2804,3DS2 Acquirer Transaction,A,B,C,2023-01-01,Y
MC,TYA2805,EMV 3DS - Acquiring Authentication Fee - Nonrecurring - Inter,GCMS,Not included,C,2023-01-01,Y
MC,TYI2801,Authentication Transaction Fee - Issuer,A,Not included,E,2020-01-05,Y
MC,TYI2804,3DS2 Issuer Transaction,B,Not included,E,2020-07-05,Y
MC,TYI2805,EMV 3DS - Issuing Authentication Fee - Nonrecurring - Intra,Not Included,Not included,E,2022-09-04,Y
MC,TYI2812,3DS2 Access Control Server Transaction,B,Not included,E,2022-01-02,Y
MC,2A8000V,Adjustment for Service Code A8,Not Included,Scheme B,Not included,2020-04-26,Y
MC,2AB5031,X-Code Transaction Fee,,Not included,Not included,2020-01-05,N
MC,2AE000S,Adjustment for Service Code AE,,Not included,Not included,2020-09-06,Y
MC,2AE4940L1NL,Netherlands Marketing Fund MasterCard ACQ Intra Purchase,B,Scheme B,Not included,2021-04-25,Y
MC,2AE4940L2NL,Netherlands Marketing Fund MasterCard ACQ Inter Purchase,B,Scheme B,Not included,2021-04-25,Y
MC,2AE4940L3NL,Netherlands Marketing Fund MasterCard ACQ Dom Purchase,B,Scheme B,Not included,2021-04-25,Y
MC,2AE9000,Central Acquirer Acceptance Development Fee,,Should be Scheme A,Not included,2020-01-26,Y
MC,2AE9007,Maestro Volume Fee Adjustment - Central Acq - Dom Purchase,,Should be Scheme A,Not included,2020-02-29,Y
MC,2AE9009,Maestro Volume Fee Adjustment - Central Acq - Intra Purchase,,Should be Scheme A,A,2020-02-29,Y
MC,2AE9011,Maestro Volume Fee Adjustment - Central Acq - Inter Purchase,,Not included,Not included,2020-02-29,Y
MC,2AJ0000S,Adjustment for Service Code AJ,,Not included,Not included,2019-10-31,N
MC,2BL1000A,Service Provider Registration/Renewal Fee,,Scheme B,Not included,2021-08-22,Y
MC,2BU6501,ABU Merchant Enrollment Manual Form,Not Included,Scheme B,Not included,2020-02-09,Y
MC,2CB1005,ATM Data Collection  Completeness,,Not included,Not included,2019-09-29,N
MC,2CI1005,ATM Locator Program Fee Enhanced,,Not included,Not included,2019-09-29,N
MC,2CR000S,Adjustment for Service Code CR,,Not included,Not included,2020-01-26,N
MC,2CR2032,Member Issued Call Referral,,Not included,Not included,2020-01-19,N
MC,2DC0100A,Data Integrity Monitoring Program,Behavr-Integrity,Scheme B,Not included,2021-11-28,N
MC,2DL1500,Iss Cross Border MasterCard POS Intra - GBR,,Not included,Not included,2020-01-26,N
MC,2DL1501,Iss Cross Border Mastercard ATM Inter - GBR,,Not included,Not included,2020-01-26,N
MC,2DN000S,Adjustment for Service Code DN,,Not included,Not included,2019-03-31,N
MC,2DN1000,Acquirer Cross Border Maestro/Cirrus POS Inter-Regional MLT,,Not included,A,2020-02-02,Y
MC,2DN2800,DMC-Acq Cross Border Mastercard POS Intra,,Not included,A,2020-01-26,Y
MC,2E8000P,Adjustment for Service Code E8,,Not included,Not included,2020-07-26,N
MC,2EA1531,Authorization Advise Domestic MasterCard,,Not included,Not included,2020-01-26,N
MC,2EA1741,Account Holder Authentication Value,,Not included,Not included,2020-01-26,N
MC,2EA2241,Authorization Declined Domestic MasterCard,,Not included,Not included,2020-01-26,N
MC,2EA2251,Authorization Domestic ATM Balance Inquiry MasterCard,,Not included,Not included,2020-01-26,N
MC,2EA2291,Authorization Intra-Europe ATM PIN Change MasterCard,B,Not included,Not included,2020-10-25,N
MC,2EA2488,eCommerce Fraud Alert for Issuers - Issuer Fee,,Not included,Not included,2020-02-23,N
MC,2EA3203Q,Dual Message Merchant Advice Code 03,Not Included,Scheme B,A,2023-01-29,Y
MC,2EA3426,Netherlands Intracountry Debit E-Commerce Fee Acquiring,B,Scheme B,A,2021-06-13,Y
MC,2EC5050,Strategy Program 2nd 150 Members,,Not included,Not Included,2020-12-03,Y
MC,2EL12402HF,Issuer Second Presentment Administration Fee,,Not included,Not Included,2020-05-10,N
MC,2EL45032HF,Issuer Chargeback Dispute Administration Fee,,Not included,Not Included,2020-02-02,N
MC,2EL45032PF,Issuer Chargeback Dispute Administration Processing Fee,,Not included,Not Included,2020-02-02,N
MC,2EL45141HF,Acquirer Arbitration Chargeback Dispute Administration Fee,,Not included,Not Included,2020-01-26,Y
MC,2EL45141RHF,Acquirer Arbitration Chargeback Dispute Administration Fee Reversal,,Not included,Not Included,2020-05-17,Y
MC,2EL60012,Clearing Inter-Regional MasterCard Issuer ATM - Manual Cash,B,Not included,Not Included,2020-01-26,N
MC,2EL60021,Clearing Intra-European  MasterCard Acquirer POS - Unique Transaction,,Not included,Not Included,2020-01-26,Y
MC,2EL60022,Clearing Intra-European MasterCard Issuer POS - Unique Transaction,,Not included,Not Included,2020-01-26,N
MC,2EL60032,Clearing Intra-European MasterCard Issuer - Credit/Refund,,Not included,Not Included,2020-01-26,N
MC,2EL80031,Clearing Intra-European Maestro/Cirrus Acquirer - Credit/Refund,A,Not included,Not Included,2020-10-18,Y
MC,2EQ4029,Debit Professional Maintenance,,Scheme B,Not Included,2019-03-31,N
MC,2EQ5001,Stand-In Integrity Fee,Behavr-Integrity,Not included,Not Included,2020-07-12,N
MC,2EQ5092,MCPS Clearing Simulator Maintenance Fee,,Not included,Not Included,2019-03-31,N
MC,2EQ5314,Decommissioning per site,Implemt-Proj,Not included,Not Included,2021-02-28,Y
MC,2EQ5400,Key Management Services Residency,,Not included,Not Included,2020-01-26,N
MC,2EQ5508,MasterCard Authorization Services Professional Maintenance,,Not included,Not Included,2019-03-31,N
MC,2EQ5600,New Hardware Installation,,Not included,Not Included,2020-01-26,Y
MC,2EQ5602,Hardware Site Move Parallel,,Not included,Not Included,2020-03-29,Y
MC,2FA0000,Adjustment for Service Code FA,,Not included,Not Included,2020-02-23,Y
MC,2FL2811,TPP and DWO Credit Subsequent Registration Fee,,Not included,Not Included,2019-03-24,N
MC,2FL5001,Additional BIN Assignment,,Not included,Not Included,2020-06-21,Y
MC,2FL5002,License,Not included,Not included,Not Included,2023-01-22,Y
MC,2FL5072,Portfolio Sale Fee,Implemt-Proj,Not included,Not Included,2020-11-22,N
MC,2FL5503,Quarterly BIN Low Usage Fee,Not Included,should be ATM related,Not Included,2020-02-23,Y
MC,2FM0000,Adjustment for Service Code FM,Not Included,Not included,Not Included,2020-12-20,N
MC,2FM000V,Adjustment for Service Code FM,B,Not included,Not Included,2020-03-22,N
MC,2FM1620,Authorization File Premium Listing Residency Fee,Not Included,Not included,Not Included,2020-11-29,N
MC,2FM1650,Stand-In Transaction Limit Parameter Set Up,,Not included,Not Included,2020-01-05,N
MC,2FM1653,Stand-In Range Blocking and Custom Rules Residency,,Not included,Not Included,2020-04-26,N
MC,2FM1670,Magnetic Chip Cryptogram Set Up Fee,,Not included,Not Included,2020-04-05,N
MC,2FM1680,Authorization Secure Bin Set Up Fee,,Not included,Not Included,2020-02-16,N
MC,2FT14422,File Transmission Fee Chargebacks,,Scheme B,Not Included,2020-03-15,N
MC,2FT2002,File Transmission Fee First Presentments,,Scheme B,Not Included,2020-01-26,N
MC,2FT6031,File Transmission Fee Retrieval Request,,Scheme B,Not Included,2020-03-29,Y
MC,2FT6962,File Transmission Fee Financial Detail Addendum,,Not included,Not Included,2020-01-26,N
MC,2GC1501R,Acquirer Transaction Fee Macro-Intra and Dom,,Not included,Not Included,2020-10-04,N
MC,2GC1902,Card Not Present Fee,,Should be Scheme A,Not Included,2020-01-26,N
MC,2GC1912,Mail Order-Telephone Order Fee,,Should be Scheme A,Not Included,2020-01-26,N
MC,2GC2867,ATM Surcharge Integrity Fee,,Not included,Not Included,2020-10-11,N
MC,2GC5532,Acquirer POS Card Not Present MCC Volume Fee,,Should be Scheme A,A,2020-01-26,Y
MC,2GS000V,Adjustment for Service Code GS,B,Not included,Not Included,2021-02-14,N
MC,2GS19002A,Telecom Fixed,,Not included,Not Included,2020-01-26,N
MC,2GS19002I,Telecom Fixed,B,Not included,Not Included,2021-05-02,N
MC,2GS30232A,Account Inquiry,,Not included,Not Included,2020-01-26,N
MC,2GS30232I,Account Inquiry,B,Not included,Not Included,2021-05-02,N
MC,2GS30812A,Transfer/Gave Information,,Not included,Not Included,2019-12-22,N
MC,2IA3911D1,MDF-MC Debit  Prepaid incl. DMC  MSI/CIR POS Intra-ISS,,Not included,Not Included,2020-01-26,N
MC,2IA3911D2,MDF-MC Debit  Prepaid incl. DMC  MSI/CIR POS Inter-ISS,,Not included,Not Included,2020-01-26,N
MC,2IA3911D3,MDF-MC Debit  Prepaid incl. DMC  MSI/CIR POS Dom-ISS,,Not included,Not Included,2020-01-26,N
MC,2IA3945L1,Innovation  Financial Inclusion Fund-MC POS Intra-Issuer Fee,,Not included,Not Included,2020-01-26,N
MC,2IA3945L2,Innovation  Financial Inclusion Fund-MC POS Inter-Issuer Fee,,Not included,Not Included,2020-01-26,N
MC,2IA3945L3,Innovation  Financial Inclusion Fund-MC POS Dom-Issuer Fee,,Not included,Not Included,2020-01-26,N
MC,2IA3955L1,Innovation  Financial Inclusion Fund-MC ATM Intra-Issuer Fee,,Not included,Not Included,2020-01-26,N
MC,2IA3955L2,Innovation  Financial Inclusion Fund-MC ATM Inter-Issuer Fee,,Not included,Not Included,2020-01-26,N
MC,2IA3955L3,Innovation  Financial Inclusion Fund-MC ATM Dom-Issuer Fee,,Not included,Not Included,2020-01-26,N
MC,2IE6185,Funds Transfer Reissue Fee,A,Not included,Not Included,2021-04-04,Y
MC,2K3000S,Adjustment for Service Code RP,C,Not included,Not Included,2021-03-28,Y
MC,2KE0000,Adjustment for Service Code KE,Implemt-Proj,Fees received in Q1 2021 that relate to Q4 of 2020 - for Acquirer Back Up Connectivity Fees,Not Included,2020-10-18,Y
MC,2KE000P,Adjustment for Service Code KE,B,Fees received in Q1 2021 that relate to Q4 of 2020 - for Acquirer Back Up Connectivity Fees,Not Included,2021-05-16,N
MC,2KE000V,Adjustment for Service Code KE,A,Not included,Not Included,2021-04-04,Y
MC,2KE1800,MasterCard Exception Processing Fee,B,Not included,Not Included,2021-01-24,N
MC,2KE6000,MDES Implementation Fees,,Not included,Not Included,2020-01-26,N
MC,2KF000S,Adjustment for Service Code KF,,Not included,Not Included,2020-02-29,Y
MC,2KF1022,Innovation Fund Minimum Contribution,Scheme B Partial,Not included,Not Included,2020-03-22,Y
MC,2KF1100,ECOM Tier 3 Basic - Level 3 Basic,B,Scheme B,Not Included,2020-01-12,Y
MC,2KF1133,E-com Security and Quality Fund-Tier 3 Basic and Level 3 Basic,,Not included,Not Included,2019-10-13,Y
MC,2KL000S,Adjustment for Service Code KL,,Not included,Not Included,2020-04-26,Y
MC,2KN000V,Adjustment for Service Code KN,B,Not included,Not Included,2021-01-31,N
MC,2KQ6501,Automatic Billing Updater Merchant Enrollment Manual,,Not included,Not Included,2019-10-06,Y
MC,2L12000S,CA- Local Marketing Funds  Development Fees- Maestro/Cirrus Domestic,,Not included,Not Included,2020-01-26,Y
MC,2L12100S,CA- Local Marketing Funds  Development Fees- Maestro/Cirrus Intra,,Not included,Not Included,2020-01-26,Y
MC,2L12200S,CA- Local Marketing Funds  Development Fees- Maestro/Cirrus Inter,,Not included,Not Included,2020-01-26,Y
MC,2L32000S,CA- Local Marketing Funds  Development Fees- MasterCard Domestic,,Market Dev,Not Included,2020-01-26,Y
MC,2L32200S,CA- Local Marketing Funds  Development Fees- MasterCard Intra,,Market Dev,Not Included,2020-01-26,Y
MC,2LG501BLR,Marketing Fund - MasterCard POS Domestic - PRT,,Not included,Not Included,2020-01-26,Y
MC,2LG501CS,Market Development Fee - MasterCard POS Inter Regional - BGR,,Not included,Not Included,2020-01-26,Y
MC,2LG501INTRA,Market Development Fee - MasterCard POS Intra European - BGR,,Not included,Not Included,2020-01-26,Y
MC,2LG51CS2,Acceptance Development Fund - MasterCard POS Inter Regional - HUN,,Not included,Not Included,2019-09-29,Y
MC,2LG701BLR2,Market Development Fund - MasterCard POS Domestic - CYP,,Not included,Not Included,2020-01-26,Y
MC,2LG701CS2,Market Development Fund - MasterCard POS Inter Regional - CYP,,Market Dev,Not Included,2020-01-26,Y
MC,2LG701INTR2,Market Development Fund - MasterCard POS Intra European - CYP,,Market Dev,Not Included,2020-01-26,Y
MC,2LY61061,Clearing Inter-Regional MasterCard Acquirer POS - Arbitration Chrgbck,,Not included,Not Included,2020-02-09,Y
MC,2LY7101,Multi-Ccy Settl Inter Txns w/ Regional Ccys,,Not included,Not Included,2019-09-29,N
MC,2LY7103,Multi-Ccy Settl Intra  Dom Txns w/ Regional Ccys,,Not included,Not Included,2019-09-29,N
MC,2LY81051,Clearing Inter-Regional Maestro/Cirrus Acquirer POS - First Chargeback,,Not included,Not Included,2020-06-28,Y
MC,2LZ4500,E-Commerce Development Fee - Issuing Merchant UCAF Domestic,,Not included,Not Included,2020-01-26,N
MC,2LZ61052,Clearing Inter-Regional MasterCard Issuer POS - First Chargeback,,Not included,Not Included,2020-02-02,N
MC,2MC1801,MasterCard Exception Processing Fee,,Not included,Not Included,2020-01-19,N
MC,2MI1001,Merchant Investment Fee Purchase International,,Not included,Not Included,2020-01-26,Y
MC,2MI1050,Merchant Investment Fee Unique International,,Not included,Not Included,2020-01-26,N
MC,2MI3001,Merchant Investment Fee Chargeback International,,Not included,Not Included,2020-09-13,N
MC,2MK5045,Market Development Fee -DE Acquirer,,Scheme B,Not Included,2020-01-26,Y
MC,2MK5050,Market Development Fee Pay Later Issuer-TR,PrincipalOther,Not included,Not Included,2020-11-29,N
MC,2MS0000,Adjustment for the Service Code MS,Non-Sale,Not included,Not Included,2021-05-30,Y
MC,2MS1311,Retrieval Request Transaction Fee MasterCard,,Should be in Non-Sales,Not Included,2020-02-29,Y
MC,2MS1997,Hosted Handling Fee,,Not included,Not Included,2023-01-31,N
MC,2MS2400,Filing Fee,,Non Sales,Not Included,2023-01-31,Y
MC,2MS2530,Dispute Amount Debit,,Not included,Not Included,2020-02-12,N
MC,2MS2610,Pre-Arbitration Hosted Fee,,Should be in Non-Sales,Not Included,2020-08-31,Y
MC,2NA6020,Portfolio Analytics Info Pack,,Not included,Not Included,2019-09-22,Y
MC,2P4000S,Adjustment for Service Code P4,,Not included,Not Included,2021-07-31,Y
MC,2PI2003Q,Undefined without Final Authorization Characteristics,,Not included,Not Included,2020-03-29,Y
MC,2PK0000,Adjustment for Service Code PN,,Not included,Not Included,2020-02-23,Y
MC,2PN000S,Adjustment for Service Code PN,FINE,Not included,Not Included,2021-02-07,Y
MC,2PN1013,Fine - Multi Local Next Day Fails,,Not included,Not Included,2020-02-09,Y
MC,2PN2201,Annual Administration Fee Anti-Money Laundering Compliance,Not Included,Scheme B,Not Included,2020-01-26,Y
MC,2QL0000,Adjustment for Service Code QL,Not Included,Scheme B,Not Included,2020-12-03,Y
MC,2RP0000,Adjustment for Service Code RP,,Scheme B,Not Included,2020-10-18,N
MC,2RP000S,Adjustment for Service Code RP,Not Included,Not included,C,2021-09-26,Y
MC,2RP1841B,Interchange Fee Acq Adjustment Detail FC.ACQ.ADJUSTMENT - Bulk,,Scheme B,Not Included,2019-09-29,Y
MC,2RP2216B,Clearing Cycle Acknowledgement  IP727010-AA - Bulk,,Scheme B,Not Included,2019-09-08,N
MC,2RP2217B,Clearing Cycle Notification  IP727020-AA - Bulk,,Scheme B,Not Included,2019-09-08,N
MC,2RP2218B,Clearing Cycle Summary  IP728010-AA - Bulk,,Scheme B,Not Included,2019-09-08,N
MC,2RP2309B,Authorization Summary  AB505010-AA - Bulk,,Not included,Not Included,2019-09-08,N
MC,2RP2653B,On-behalf Service Fee Collection  IP142520-AA - Bulk,,Not included,Not Included,2019-09-29,N
MC,2RP2676,Monthly Affiliates Report - Issuers/BINS Standalone,,Scheme B,Not Included,2020-01-05,N
MC,2RP5051P,Portfolio Analytics Premier,,Not included,Not Included,2019-03-31,N
MC,2SC5007,Franchise Management Program Customer Remote Review,Not Included,Not included,Not Included,2021-10-31,Y
MC,2ST6113A,Settlement Advisement Fee- Fax/Email,,Not included,Not Included,2019-03-24,N
MC,2ST6113M,Member Advisement Fee - Fax/SWIFT/Email,Not Included,Scheme B,Not Included,2021-02-21,N
MC,2ST6119M,Member Advisement Fee -eService,A,Not included,Not Included,2021-04-18,N
MC,2UG5062,ATM - Locator Voice Response Unit - Cirrus,,Not included,Not Included,2020-01-26,N
MC,2UG5099,Fixed Telecom,,Not included,Not Included,2020-01-26,N
MC,2UG7000,ATM - Locator Internet Acquirer,Not Included,Not included,Not Included,2021-11-07,N
MC,2VC8005,Compliance Testing Program Fee,Implemt-Proj,Not included,Not Included,2021-02-28,Y
MC,2WA1905,Stand-In Transaction Fee,,Not included,Not Included,2020-01-26,N
MC,2YI0000,Adjustment for Service Code YI,,Not included,Not Included,2020-05-17,Y
MC,PAE49401MCC,MasterCard Acquirer Intra-regional Purchase and Cash Minimum Volume,A,Not included,Not Included,2020-12-06,Y
MC,PAE49402MCC,MasterCard Acquirer Inter-regional Purchase and Cash Minimum Volume,A,Not included,Not Included,2020-12-06,Y
MC,PAE49403MCC,MasterCard Acquirer Domestic Purchase and Cash Minimum Volume,A,Not included,Not Included,2020-12-06,Y
MC,PCB4111,Domestic MasterCard Processed Purchase Volume,,Not included,Not Included,2020-12-06,Y
MC,PCB4120,Domestic MasterCard Processed Cash Volume,,Not included,Not Included,2020-12-06,N
MC,PCB4130,Domestic MasterCard Processed Credit Volume,,Not included,Not Included,2020-12-06,Y
MC,PCB4211,International MasterCard Processed Europe Purchase Volume,,Not included,Not Included,2020-12-06,Y
MC,PCB4220,International MasterCard Processed Europe Cash Volume,,Not included,Not Included,2020-12-06,N
MC,PCB4230,International Mastercard Processed Europe Credit Volume,,Not included,Not Included,2020-12-06,Y
MC,PCB4351,International MasterCard Processed Non-Europe Purchase Volume,,Not included,Not Included,2020-12-06,Y
MC,PCB4360,International MasterCard Processed Non-Europe Cash Volume,,Not included,Not Included,2020-12-06,N
MC,PCB4370,International Mastercard Processed Non-Europe Credit Volume,,Not included,Not Included,2020-12-06,Y
MC,PCB9121,Domestic MasterCard Processed Cash Transactions,A,Not included,Not Included,2020-12-06,N
MC,PCB9220,International MasterCard Processed Europe Cash Transactions,A,Not included,Not Included,2020-12-06,N
MC,PCB9360,International MasterCard Processed Non-Europe Cash Transactions,A,Not included,Not Included,2020-12-06,N
MC,PCB9370,International Mastercard Processed Non-Europe Credit  Transactions,,Not included,Not Included,2019-03-03,N
MC,PCD4111,Domestic MasterCard Processed Purchase Volume,,Not included,Not Included,2020-12-06,Y
MC,PCD4120,Domestic MasterCard Processed Cash Volume,,Not included,Not Included,2020-12-06,N
MC,PCD4130,Domestic MasterCard Processed Credit Volume,A,Not included,Not Included,2020-12-06,Y
MC,PCD4211,International MasterCard Processed Europe Purchase Volume,,Not included,Not Included,2020-12-06,Y
MC,PCD4220,International MasterCard Processed Europe Cash Volume,,Not included,Not Included,2020-12-06,N
MC,PCD4230,International Mastercard Processed Europe Credit Volume,,Not included,Not Included,2020-12-06,Y
MC,PCD4351,International MasterCard Processed Non-Europe Purchase Volume,,Not included,Not Included,2020-12-06,Y
MC,PCD4360,International MasterCard Processed Non-Europe Cash Volume,,Not included,Not Included,2020-12-06,N
MC,PCD4370,International Mastercard Processed Non-Europe Credit Volume,,Not included,Not Included,2020-12-06,Y
MC,PCD9121,Domestic MasterCard Processed Cash Transactions,A,Not included,Not Included,2020-12-06,N
MC,PCD9211,International MasterCard Processed Europe Purchase Transaction,,Not included,Not Included,2019-03-10,Y
MC,PCD9220,International MasterCard Processed Europe Cash Transactions,A,Not included,Not Included,2020-12-06,N
MC,PCD9360,International MasterCard Processed Non-Europe Cash Transactions,A,Not included,Not Included,2020-12-06,N
MC,PCD9370,International Mastercard Processed Non-Europe Credit  Transactions,,Not included,Not Included,2019-03-03,N
MC,PHZ3111,Domestic MasterCard Processed Purchase Volume,,Not included,Not Included,2020-03-01,N
MC,PHZ3120,Domestic MasterCard Processed Cash Volume,,Not included,Not Included,2020-03-01,N
MC,PHZ3130,Domestic MasterCard Processed Credit Volume,,Not included,Not Included,2020-03-01,N
MC,PHZ3211,International MasterCard Processed Europe Purchase Volume,,Not included,Not Included,2020-03-01,N
MC,PHZ3220,International MasterCard Processed Europe Cash Volume,,Not included,Not Included,2020-03-01,N
MC,PHZ3230,International Mastercard Processed Europe Credit Volume,,Not included,Not Included,2020-03-01,N
MC,PHZ3351,International MasterCard Processed Non-Europe Purchase Volume,,Not included,Not Included,2020-03-01,N
MC,PHZ3360,International MasterCard Processed Non-Europe Cash Volume,,Not included,Not Included,2020-03-01,N
MC,PHZ8111,Domestic MasterCard Processed Purchase Transactions,,Not included,Not Included,2020-03-01,N
MC,PHZ8120,Domestic MasterCard Processed Cash Transactions,,Not included,Not Included,2020-03-01,N
MC,PHZ8130,Domestic MasterCard Processed Credit Transactions,,Not included,Not Included,2020-03-01,N
MC,PHZ8211,International MasterCard Processed Europe Purchase Transactions,,Not included,Not Included,2020-03-01,N
MC,PHZ8220,International MasterCard Processed Europe Cash Transaction,,Not included,Not Included,2020-03-01,N
MC,PHZ8230,International Mastercard Processed Europe Credit Transactions,,Not included,Not Included,2020-03-01,N
MC,PIA3911D1,MDF-MasterCard Debit POS Intra-ISS,,Not included,Not Included,2020-03-01,N
MC,PIA3911D3,MDF-MasterCard Debit POS Dom-ISS,,Not included,Not Included,2020-03-01,N
MC,PIA3945L1,Innovation Fund-Mastercard Intra POS-ISS,,Not included,Not Included,2020-03-01,N
MC,PIA3945L3,Innovation Fund-Mastercard Domestic POS-ISS,,Not included,Not Included,2020-03-01,N
MC,PIA3955L1,Innovation Fund-Mastercard Intra ATM-ISS,,Not included,Not Included,2020-03-01,N
MC,PIA3955L3,Innovation Fund-Mastercard Domestic ATM-ISS,,Not included,Not Included,2020-03-01,N
MC,PIA5343MCA,Mastercard Alerts Billing Automation,B,Not included,Not Included,2021-03-14,N
MC,PPB1002,CTC Online Manuals  Publications,,Not included,Not Included,2020-03-29,Y
MC,PQC4121,Domestic Interchange Maestro Cash Volume,A,Not included,Not Included,2020-12-06,N
MC,PQC4221,International MasterCard Processed Europe Cash Volume,A,Not included,Not Included,2020-12-06,N
MC,PQC4361,International MasterCard Processed Non-Europe Cash Volume,A,Not included,Not Included,2020-12-06,N
MC,PQC9121,Domestic Interchange Maestro Cash Transactions,A,Not included,Not Included,2020-12-06,N
MC,PQC9221,International MasterCard Processed Europe Cash Transactions,A,Not included,Not Included,2020-12-06,N
MC,PQC9361,International MasterCard Processed Non-Europe Cash Transactions,A,Not included,Not Included,2020-12-06,N
MC,TADMCMSCS,Acq Debit MC and Maestro/Cirrus Volume Fee,A,Not included,Not Included,2020-07-26,N
MC,TAEINTERPOS,Acq Reported Transaction Fee MC DMC and Maestro POS - Inter,Not Included,Not included,Not Included,2021-04-25,Y
MC,TAEINTRADMM,Acquirer Debit Mastercard  Maestro Cirrus Transaction Fee Dom  Intra,Not Included,Not included,Not Included,2021-04-25,Y
MC,TAEINTRAMCC,Acq Mastercard CR Tran Fee - Dom Plus Intra,Not Included,Not included,Not Included,2021-04-25,Y
MC,TCC3975H,MasterCard Card Fees Tier,Not Included,Not included,Not Included,2020-01-26,N
MC,TCF6500,Mastercard Connectivity Fee,Not Included,Not included,A,2023-01-29,Y
MC,TEA5012,Authorization Call Referral Non-Compliance,Not Included,Not included,Not Included,2020-01-19,N
MC,TEAT519CP,Auth Intra MasterCard POS/ATM Micro Tier,Not Included,Not included,Not Included,2020-04-26,N
MC,TEAT519CQ,Auth Intra MasterCard POS/ATM Mid Tier,Not Included,Not included,Not Included,2020-04-26,N
MC,TEAT519CR,Auth Intra MasterCard POS/ATM Macro Tier,Not Included,Not included,Not Included,2020-04-26,N
MC,TEAT519CS,Auth Intra MasterCard POS/ATM Max Tier,Not Included,Not included,Not Included,2020-04-26,N
MC,TEAT569CP,Auth Intra Maestro/Cirrus/DMC POS/ATM Micro Tier,Not Included,Not included,Not Included,2020-10-25,N
MC,TEAT569CQ,Auth Intra Maestro/Cirrus/DMC POS/ATM Mid Tier,Not Included,Not included,Not Included,2020-06-28,N
MC,TEAT569CR,Auth Intra Maestro/Cirrus/DMC POS/ATM Macro Tier,Not Included,Not included,Not Included,2020-08-23,N
MC,TEAT569CS,Auth Intra Maestro/Cirrus/DMC POS/ATM Max Tier,Not Included,Not included,Not Included,2020-06-28,N
MC,TEAT579P,Auth Domestic and Intra POS Micro Tier,Not Included,Not included,Not Included,2020-01-26,N
MC,TEAT579Q,Auth Domestic and Intra POS Mid Tier,Not Included,Not included,Not Included,2020-01-26,N
MC,TEAT579R,Auth Domestic and Intra POS Macro Tier,Not Included,Not included,Not Included,2020-01-26,N
MC,TEAT579S,Auth Domestic and Intra POS Max Tier,Not Included,Not included,Not Included,2020-01-26,N
MC,TEAT589P,Auth Domestic and Intra ATM Micro Tier,Not Included,Not included,Not Included,2020-01-26,N
MC,TEAT589Q,Auth Domestic and Intra ATM Mid Tier,Not Included,Not included,Not Included,2020-01-26,N
MC,TEAT589R,Auth Domestic and Intra ATM Macro Tier,Not Included,Not included,Not Included,2020-01-26,N
MC,TEAT589S,Auth Domestic and Intra ATM Max Tier,Not Included,Not included,Not Included,2020-01-26,N
MC,TEAT599CR,Auth Domestic and Intra POS/ATM Macro Tier,Not Included,Not included,Not Included,2020-01-19,N
MC,TEAT7695,Auth Inter-Regional Maestro/Cirrus/DMC POS / ATM Tier,Not Included,Not included,Not Included,2020-09-20,N
MC,TEL002457H,Clearing Iss Inter Tier CZE,Not Included,Not included,Not Included,2020-01-26,N
MC,TEL0A2457P,Clearing Iss ATM Dom and Intra Micro Tier CZE,Not Included,Not included,Not Included,2020-01-26,N
MC,TEL0A2457Q,Clearing Iss ATM Dom and Intra Mid Tier CZE,Not Included,Not included,Not Included,2020-01-26,N
MC,TEL0A2457R,Clearing Iss ATM Dom and Intra Macro Tier CZE,Not Included,Not included,Not Included,2020-01-26,N
MC,TEL0A2457S,Clearing Iss ATM Dom and Intra Max Tier CZE,Not Included,Not included,Not Included,2020-01-26,N
MC,TEL0P1457P,Clearing Acq POS Dom and Intra Micro Tier HUN,Not Included,Not included,Not Included,2020-09-06,Y
MC,TEL0P1457Q,Clearing Acq POS Dom and Intra Mid Tier CZE,Not Included,Not included,A,2020-01-26,Y
MC,TEL0P1457R,Clearing Acq POS Dom and Intra Macro Tier POL,Not Included,Not included,A,2020-01-26,Y
MC,TEL0P1457S,Clearing Acq POS Dom and Intra Max Tier POL,Not Included,Not included,A,2020-01-26,Y
